Id,Label
1752,0
1753,1
1754,2
1755,2
1756,3
1757,2
1758,3
1759,3
1760,4
1761,1
1762,0
1763,1
1764,2
1765,2
1766,4
1767,2
1768,3
1769,0
1770,1
1771,2
1772,1
1773,2
1774,4
1775,2
1776,0
1777,0
1778,4
1779,2
1780,3
1781,0
1782,0
1783,2
1784,4
1785,4
1786,4
1787,4
1788,2
1789,2
1790,4
1791,0
1792,3
1793,3
1794,2
1795,3
1796,0
1797,2
1798,1
1799,0
1800,4
1801,1
1802,1
1803,0
1804,3
1805,4
1806,2
1807,3
1808,1
1809,2
1810,2
1811,1
1812,4
1813,0
1814,1
1815,1
1816,3
1817,3
1818,4
1819,2
1820,3
1821,0
1822,4
1823,3
1824,3
1825,3
1826,0
1827,4
1828,4
1829,2
1830,4
1831,3
1832,4
1833,1
1834,2
1835,3
1836,4
1837,0
1838,0
1839,3
1840,3
1841,1
1842,0
1843,2
1844,4
1845,2
1846,0
1847,1
1848,2
1849,2
1850,1
1851,4
1852,2
1853,1
1854,4
1855,0
1856,3
1857,1
1858,1
1859,0
1860,3
1861,2
1862,2
1863,2
1864,1
1865,4
1866,1
1867,1
1868,2
1869,3
1870,3
1871,2
1872,0
1873,3
1874,4
1875,2
1876,2
1877,1
1878,3
1879,1
1880,2
1881,0
1882,4
1883,2
1884,1
1885,2
1886,3
1887,2
1888,0
1889,1
1890,2
1891,0
1892,3
1893,0
1894,4
1895,3
1896,1
1897,4
1898,3
1899,2
1900,1
1901,4
1902,3
1903,1
1904,2
1905,4
1906,1
1907,4
1908,1
1909,4
1910,0
1911,0
1912,2
1913,0
1914,2
1915,1
1916,2
1917,2
1918,4
1919,3
1920,4
1921,4
1922,3
1923,3
1924,1
1925,4
1926,3
1927,3
1928,2
1929,3
1930,2
1931,0
1932,1
1933,4
1934,3
1935,3
1936,0
1937,3
1938,3
1939,3
1940,2
1941,2
1942,2
1943,2
1944,1
1945,1
1946,4
1947,0
1948,3
1949,0
1950,1
1951,0
1952,1
1953,4
1954,0
1955,1
1956,0
1957,2
1958,2
1959,0
1960,3
1961,4
1962,0
1963,3
1964,2
1965,0
1966,4
1967,4
1968,1
1969,4
1970,0
1971,2
1972,2
1973,4
1974,3
1975,0
1976,4
1977,2
1978,0
1979,4
1980,1
1981,3
1982,2
1983,1
1984,0
1985,4
1986,3
1987,3
1988,2
1989,4
1990,2
1991,0
1992,1
1993,1
1994,0
1995,1
1996,3
1997,1
1998,2
1999,0
